concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	concept_code
19102552	Fluoxetine 25 MG / olanzapine 6 MG Oral Capsule	Drug	RxNorm	Clinical Drug	403969
19107011	Potassium Iodide 65 MG Oral Tablet	Drug	RxNorm	Clinical Drug	430174
19128169	Amlodipine 5 MG / atorvastatin 80 MG Oral Tablet [Caduet]	Drug	RxNorm	Branded Drug	750239
19129330	24 HR Niacin 500 MG / Simvastatin 20 MG Extended Release Oral Tablet	Drug	RxNorm	Quant Clinical Drug	761909
19130335	Benzoyl Peroxide 60 MG/ML Medicated Pad	Drug	RxNorm	Clinical Drug	797704
19132275	Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution [Typhim VI]	Drug	RxNorm	Branded Drug	807225
19133645	24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Taztia]	Drug	RxNorm	Quant Branded Drug	831300
19134029	Calcium Citrate 1430 MG / Cholecalciferol 100 UNT Oral Tablet	Drug	RxNorm	Clinical Drug	835531
19135475	Acai Berry Extract 500 MG Oral Capsule	Drug	RxNorm	Clinical Drug	848932
35604939	selexipag 1.2 MG Oral Tablet [Uptravi]	Drug	RxNorm	Branded Drug	1729029
37016191	Abdominal aortic ectasia	Condition	SNOMED	Clinical Finding	142121000119101
40161478	Salicylic Acid 0.01 MG/MG Medicated Bar Soap [Stri-Dex]	Drug	RxNorm	Branded Drug	853511
40161520	Urea 450 MG/ML Topical Cream [Uramaxin]	Drug	RxNorm	Branded Drug	853332
40162567	Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.67 MG/ML Oral Solution [Zamicet]	Drug	RxNorm	Branded Drug	856946
40165385	Vancomycin 100 MG/ML Oral Solution	Drug	RxNorm	Clinical Drug	860441
40166934	Calcium Carbonate 800 MG / Famotidine 10 MG / Magnesium Hydroxide 165 MG Chewable Tablet [Tums Dual Action]	Drug	RxNorm	Branded Drug	867497
40169318	24 HR Morphine Sulfate 45 MG Extended Release Oral Capsule	Drug	RxNorm	Quant Clinical Drug	894942
40173826	Chlordiazepoxide Hydrochloride 5 MG Oral Capsule [Librium]	Drug	RxNorm	Branded Drug	905520
40220639	Immunoglobulin G, Human 5000 MG Injection [Gammagard]	Drug	RxNorm	Branded Drug	1809730
40222319	Polyethylene Glycol 400 10 MG/ML / Tetrahydrozoline hydrochloride 0.5 MG/ML Ophthalmic Solution	Drug	RxNorm	Clinical Drug	996209
40223624	Undecylenic Acid 250 MG/ML Topical Solution [Fungi-Nail]	Drug	RxNorm	Branded Drug	998332
40223837	Folic Acid 2.2 MG / Vitamin B 12 0.5 MG / Vitamin B6 25 MG Oral Tablet [Folcaps]	Drug	RxNorm	Branded Drug	999472
40224482	Sulfacetamide Sodium 100 MG/ML Topical Lotion [Klaron]	Drug	RxNorm	Branded Drug	1006693
40227019	Lidocaine Hydrochloride 10 MG/ML Injectable Solution [Xylocaine]	Drug	RxNorm	Branded Drug	1010035
40227571	12 HR Clonidine Hydrochloride 0.2 MG Extended Release Oral Tablet	Drug	RxNorm	Quant Clinical Drug	1013937
40231985	Atropine Sulfate 0.0582 MG / Hyoscyamine Sulfate 0.3111 MG / Phenobarbital 48.6 MG / Scopolamine Hydrobromide 0.0195 MG Extended Release Oral Tablet	Drug	RxNorm	Clinical Drug	1048147
40234901	{2 (Benzoyl Peroxide 0.05 MG/MG Medicated Bar Soap) / 1 (170100 MG) (Benzoyl Peroxide 40 MG/ML Medicated Liquid Soap) } Pack	Drug	RxNorm	Clinical Pack	1087512
40235220	Dextromethorphan Hydrobromide 3 MG/ML Oral Solution	Drug	RxNorm	Clinical Drug	1090496
40239539	1 ML glatiramer acetate 20 MG/ML Prefilled Syringe	Drug	RxNorm	Quant Clinical Drug	1111641
40240720	Fexofenadine hydrochloride 180 MG Oral Tablet [Wal-Fex]	Drug	RxNorm	Branded Drug	1116528
40479661	Chondrocalcinosis of elbow joint	Condition	SNOMED	Clinical Finding	443001001
40480936	Injury of extensor tendon of hand	Condition	SNOMED	Clinical Finding	441885003
40481376	Complete tetraplegia due to lesion at C5-C7 level	Condition	SNOMED	Clinical Finding	441980007
42627890	Intravascular ultrasound (noncoronary vessel) during diagnostic evaluation and/or therapeutic intervention, including radiological supervision and interpretation; each additional noncoronary vessel (List separately in addition to code for primary procedur	Procedure	CPT4	CPT4	37253
42742505	Thoracotomy, with diagnostic biopsy(ies) of lung infiltrate(s) (eg, wedge, incisional), unilateral	Procedure	CPT4	CPT4	32096
42800452	Butenafine hydrochloride 10 MG/ML Topical Cream	Drug	RxNorm	Clinical Drug	1298448
42800773	Flurazepam Hydrochloride 30 MG Oral Capsule [Dalmane]	Drug	RxNorm	Branded Drug	1298128
42800923	Isotretinoin 10 MG Oral Capsule [Absorica]	Drug	RxNorm	Branded Drug	1299203
42873444	24 HR mirabegron 50 MG Extended Release Oral Tablet	Drug	RxNorm	Quant Clinical Drug	1300801
42873502	{1 (50000 MG) (halobetasol propionate 0.0005 MG/MG Topical Ointment) / 1 (225000 MG) (Lactic acid 100 MG/ML Topical Cream) } Pack [Ultravate X Ointment]	Drug	RxNorm	Branded Pack	1301696
42897883	Removal of Synthetic Substitute from Right Hip Joint, Femoral Surface, Open Approach	Procedure	ICD10PCS	ICD10PCS	0SPR0JZ
43012119	Phenylephrine Hydrochloride 10 MG Disintegrating Oral Tablet [Nasop]	Drug	RxNorm	Branded Drug	1363787
43013900	alogliptin 12.5 MG / Metformin hydrochloride 500 MG Oral Tablet [Kazano]	Drug	RxNorm	Branded Drug	1368398
43532413	Guaifenesin 20 MG/ML Oral Solution [Wal-Tussin Chest Congestion]	Drug	RxNorm	Branded Drug	1425347
44507780	eslicarbazepine	Drug	RxNorm	Ingredient	1482502
44783982	Measurement of body mass index	Measurement	SNOMED	Procedure	698094009
44784134	Non-infectious systemic inflammatory response syndrome	Condition	SNOMED	Clinical Finding	700049004
44785208	Docusate Sodium 20 MG/ML Enema [Docusol]	Drug	RxNorm	Branded Drug	1486985
44818276	Potassium Chloride 25 MEQ Effervescent Oral Tablet	Drug	RxNorm	Clinical Drug	1536434
44818315	Lanolin 0.16 MG/MG / Petrolatum 0.57 MG/MG Topical Ointment [Dr. Smith's Rash and Skin]	Drug	RxNorm	Branded Drug	1536689
45775129	60 ACTUAT olodaterol 0.0025 MG/ACTUAT Metered Dose Inhaler [Striverdi]	Drug	RxNorm	Quant Branded Drug	1546083
45776240	Capsaicin 0.25 MG/ML Topical Cream [Icy Hot with Capsaicin]	Drug	RxNorm	Branded Drug	1541781
46233828	Guaifenesin 40 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution [Flowtuss]	Drug	RxNorm	Branded Drug	1650982
46234105	golimumab 12.5 MG/ML Injection [Simponi]	Drug	RxNorm	Branded Drug	1653574
46275912	Thiotepa 15 MG Injection	Drug	RxNorm	Clinical Drug	1660009
26719	Chronic laryngotracheitis	Condition	SNOMED	Clinical Finding	83271005
27017	Defective dental restoration	Condition	SNOMED	Clinical Finding	109728009
74772	Open fracture of carpal bone	Condition	SNOMED	Clinical Finding	29014003
75804	Congenital myotonic dystrophy	Condition	SNOMED	Clinical Finding	240104008
77661	Congenital dislocation of one hip with subluxation of other	Condition	SNOMED	Clinical Finding	60108003
77698	Sprain, coracoclavicular ligament	Condition	SNOMED	Clinical Finding	209412004
80541	Closed fracture of eight OR more ribs	Condition	SNOMED	Clinical Finding	90863004
80854	Closed fracture of capitate bone of wrist	Condition	SNOMED	Clinical Finding	90114000
81763	Frostbite of hand	Condition	SNOMED	Clinical Finding	4763005
132439	Unilateral incomplete cleft palate with cleft lip	Observation	SNOMED	Clinical Finding	204613000
132491	Contusion of scapular region	Condition	SNOMED	Clinical Finding	80907003
132772	Arthus type urticaria	Condition	SNOMED	Clinical Finding	402413008
133593	Transverse deficiency of upper limb	Condition	SNOMED	Clinical Finding	3699000
140046	Primary malignant neoplasm of ethmoidal sinus	Condition	SNOMED	Clinical Finding	93787005
140520	Microstomia	Condition	SNOMED	Clinical Finding	14582003
141404	Abnormal dermatoglyphic pattern	Condition	SNOMED	Clinical Finding	83145004
192753	Injury of small intestine with open wound into abdominal cavity	Condition	SNOMED	Clinical Finding	210114006
193448	Doan-Wiseman syndrome	Condition	SNOMED	Clinical Finding	58639003
196471	Puberty bleeding	Condition	SNOMED	Clinical Finding	266602005
197136	Injury of small intestine without open wound into abdominal cavity	Condition	SNOMED	Clinical Finding	68734002
201719	Bladder and urethra injury with open wound into cavity	Condition	SNOMED	Clinical Finding	210215001
261774	Respiratory tuberculosis, not confirmed bacteriologically or histologically	Condition	SNOMED	Clinical Finding	186202007
313272	Puerperal cerebrovascular disorder with antenatal complication	Condition	SNOMED	Clinical Finding	200332008
313608	Closed fracture of T7-T12 level with spinal cord injury	Condition	SNOMED	Clinical Finding	72513001
372766	Open wound of head with complication	Condition	SNOMED	Clinical Finding	775008
372891	Microcystoid retinal degeneration	Condition	SNOMED	Clinical Finding	37075008
373412	Otitis externa due to Herpes zoster	Condition	SNOMED	Clinical Finding	36292003
374355	Peripheral degeneration of cornea	Condition	SNOMED	Clinical Finding	89182000
377788	General paresis - neurosyphilis	Condition	SNOMED	Clinical Finding	51928006
378426	Abnormal innervation syndrome	Condition	SNOMED	Clinical Finding	70673006
432290	Mild bipolar I disorder, single manic episode	Condition	SNOMED	Clinical Finding	41552001
432598	Subchronic schizophrenia with acute exacerbations	Condition	SNOMED	Clinical Finding	111482003
432808	Accident caused by powered hand tool	Observation	SNOMED	Clinical Finding	302980009
433173	Congenital hypogammaglobulinemia	Condition	SNOMED	Clinical Finding	267460002
433480	Optic disc edema due to hypotony	Condition	SNOMED	Clinical Finding	424497004
433704	Primary malignant neoplasm of retromolar area	Condition	SNOMED	Clinical Finding	93989001
433869	Congenital rubella syndrome	Condition	SNOMED	Clinical Finding	1857005
435298	Farmers' lung	Condition	SNOMED	Clinical Finding	18690003
435318	Complete miscarriage with genital tract or pelvic infection	Condition	SNOMED	Clinical Finding	198655001
437013	Primary dental caries, pit and fissure origin	Condition	SNOMED	Clinical Finding	109575007
437901	Disturbance of tooth formation	Condition	SNOMED	Clinical Finding	266416005
437915	Gastrointestinal mucositis	Condition	SNOMED	Clinical Finding	95518006
438003	Subarachnoid hemorrhage following injury without open intracranial wound AND with loss of consciousness	Condition	SNOMED	Clinical Finding	69458009
439030	Degenerative disorder of sclera	Condition	SNOMED	Clinical Finding	43645004
439277	Alcohol withdrawal hallucinosis	Condition	SNOMED	Clinical Finding	191476005
439736	Focal chorioretinitis due to acquired toxoplasmosis	Condition	SNOMED	Clinical Finding	88290000
440067	Moderate bipolar I disorder, single manic episode	Condition	SNOMED	Clinical Finding	28884001
440634	Herpes simplex iridocyclitis	Condition	SNOMED	Clinical Finding	13608004
440858	Cortex contusion without open intracranial wound	Condition	SNOMED	Clinical Finding	32106001
441081	Maternal gonorrhea during pregnancy - baby not yet delivered	Condition	SNOMED	Clinical Finding	199165004
441289	Recession of chamber angle	Condition	SNOMED	Clinical Finding	193525001
441331	Exfoliation of teeth due to systemic disease	Condition	SNOMED	Clinical Finding	9984005
441571	Retained old foreign body following penetrating wound of orbit	Condition	SNOMED	Clinical Finding	75199002
442163	Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of head, face AND/OR neck	Condition	SNOMED	Clinical Finding	93497000
442641	Macrotia	Condition	SNOMED	Clinical Finding	69056000
443202	Bile duct injury without open wound into cavity	Condition	SNOMED	Clinical Finding	262812003
443268	Open wound of abdominal wall	Condition	SNOMED	Clinical Finding	274170000
443562	Closed dislocation of radiocarpal joint	Condition	SNOMED	Clinical Finding	429630006
700326	Thioridazine 50 MG Oral Tablet	Drug	RxNorm	Clinical Drug	198275
766529	Haloperidol	Drug	RxNorm	Ingredient	5093
902286	Menthol 0.008 MG/MG / Zinc Oxide 0.05 MG/MG Topical Powder	Drug	RxNorm	Clinical Drug	616527
903643	Tretinoin	Drug	RxNorm	Ingredient	10753
906780	Metoclopramide	Drug	RxNorm	Ingredient	6915
917776	Benzocaine 15 MG / Dextromethorphan 10 MG Oral Lozenge	Drug	RxNorm	Clinical Drug	359436
918906	oxybutynin	Drug	RxNorm	Ingredient	32675
927970	hydrocortisone acetate 10 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Foam	Drug	RxNorm	Clinical Drug	828362
938510	sennosides, USP 1.5 MG/ML Oral Solution	Drug	RxNorm	Clinical Drug	756179
955372	Ethanol	Drug	RxNorm	Ingredient	448
978053	Citric Acid 128 MG/ML / sodium citrate 98 MG/ML Oral Solution [Oracit]	Drug	RxNorm	Branded Drug	544553
991876	Loperamide	Drug	RxNorm	Ingredient	6468
996541	fluocinolone	Drug	RxNorm	Ingredient	25126
1126540	Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet [Esgic]	Drug	RxNorm	Branded Drug	211189
1154147	Fentanyl 0.8 MG Oral Lozenge	Drug	RxNorm	Clinical Drug	313993
1301198	Melatonin 3 MG Oral Lozenge	Drug	RxNorm	Clinical Drug	259965
1311445	Dactinomycin 0.5 MG Injection	Drug	RxNorm	Clinical Drug	239179
1326728	Right tubal pregnancy without intrauterine pregnancy	Condition	ICD10CM	6-char billing code	O00.101
1330151	allyl sulfide 1500 MG Oral Capsule	Drug	RxNorm	Clinical Drug	244174
1353268	Melatonin 3 MG / Vitamin B6 1 MG Oral Tablet	Drug	RxNorm	Clinical Drug	199171
1383929	Isosorbide Dinitrate 2.5 MG Sublingual Tablet	Drug	RxNorm	Clinical Drug	197838
1387426	Folate	Drug	RxNorm	Ingredient	62356
1584952	Somatropin 8 MG/ML Injectable Solution	Drug	RxNorm	Clinical Drug	248288
1585146	0.25 ML Somatropin 1.6 MG/ML Prefilled Syringe [Genotropin]	Drug	RxNorm	Quant Branded Drug	762836
1592146	24 HR Lovastatin 20 MG Extended Release Oral Tablet	Drug	RxNorm	Quant Clinical Drug	433849
1717327	Ampicillin	Drug	RxNorm	Ingredient	733
1718701	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet	Drug	RxNorm	Clinical Drug	1860154
2000050	Implantation or replacement of transvenous lead [electrode] into left ventricular coronary venous system	Procedure	ICD9Proc	4-dig billing code	00.52
2000159	Insertion or replacement of skull tongs or halo traction device	Procedure	ICD9Proc	4-dig billing code	02.94
2000233	Injection of other agent, except neurolytic	Procedure	ICD9Proc	4-dig billing code	04.89
2000808	Laparoscopic bilateral repair of inguinal hernia with graft or prosthesis, not otherwise specified	Procedure	ICD9Proc	4-dig billing code	17.24
2001026	Biopsy of nose	Procedure	ICD9Proc	4-dig billing code	21.22
2001157	Closed [needle] biopsy of tongue	Procedure	ICD9Proc	4-dig billing code	25.01
2001311	Other repair and plastic operations on trachea	Procedure	ICD9Proc	4-dig billing code	31.79
2002522	Other repair of esophagus	Procedure	ICD9Proc	4-dig billing code	42.89
2002528	Gastrotomy	Procedure	ICD9Proc	3-dig billing code	43.0
2002782	Intestinal anastomosis, not otherwise specified	Procedure	ICD9Proc	4-dig billing code	45.90
2002946	Open biopsy of rectum	Procedure	ICD9Proc	4-dig billing code	48.25
2003403	Other and open repair of direct inguinal hernia	Procedure	ICD9Proc	4-dig billing code	53.01
2003802	Open excision or destruction of other lesion or tissue of bladder	Procedure	ICD9Proc	4-dig billing code	57.59
2004085	Other operations on testes	Procedure	ICD9Proc	4-dig billing code	62.99
2004789	Cesarean section of other specified type	Procedure	ICD9Proc	3-dig billing code	74.4
2005034	Wedge osteotomy, tarsals and metatarsals	Procedure	ICD9Proc	4-dig billing code	77.28
2005260	Limb lengthening procedures, tarsals and metatarsals	Procedure	ICD9Proc	4-dig billing code	78.38
2005743	Synovectomy, ankle	Procedure	ICD9Proc	4-dig billing code	80.77
2005832	Triple arthrodesis	Procedure	ICD9Proc	4-dig billing code	81.12
2005834	Midtarsal fusion	Procedure	ICD9Proc	4-dig billing code	81.14
2005988	Tenotomy of hand	Procedure	ICD9Proc	4-dig billing code	82.11
2006025	Delayed suture of flexor tendon of hand	Procedure	ICD9Proc	4-dig billing code	82.42
2006672	Other x-ray of thoracic spine	Procedure	ICD9Proc	4-dig billing code	87.23
2006737	Other nephrotomogram	Procedure	ICD9Proc	4-dig billing code	87.72
2100844	Anesthesia for thoracotomy procedures involving lungs, pleura, diaphragm, and mediastinum (including surgical thoracoscopy); intrathoracic procedures on the trachea and bronchi	Procedure	CPT4	CPT4	00548
2102006	Excision of skin and subcutaneous tissue for hidradenitis, perianal, perineal, or umbilical; with simple or intermediate repair	Procedure	CPT4	CPT4	11470
2102059	Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 0.6 to 1.0 cm	Procedure	CPT4	CPT4	11641
2102294	Split-thickness autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition	Procedure	CPT4	CPT4	15121
2102400	Forehead flap with preservation of vascular pedicle (eg, axial pattern flap, paramedian forehead flap)	Procedure	CPT4	CPT4	15731
2102615	Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diameter 2.1 to 3.0 cm	Procedure	CPT4	CPT4	17273
2102961	Cartilage graft; nasal septum	Procedure	CPT4	CPT4	20912
2103017	Unlisted procedure, musculoskeletal system, general	Procedure	CPT4	CPT4	20999
2103293	Open treatment of fracture of orbit, except blowout; with implant	Procedure	CPT4	CPT4	21407
2103795	Unlisted procedure, shoulder	Procedure	CPT4	CPT4	23929
2103975	Treatment of humeral shaft fracture, with insertion of intramedullary implant, with or without cerclage and/or locking screws	Procedure	CPT4	CPT4	24516
2104697	Open treatment of interphalangeal joint dislocation, includes internal fixation, when performed, single	Procedure	CPT4	CPT4	26785
2105166	Open treatment of femoral supracondylar or transcondylar fracture with intercondylar extension, includes internal fixation, when performed	Procedure	CPT4	CPT4	27513
2105329	Osteotomy; tibia	Procedure	CPT4	CPT4	27705
2105445	Arthrodesis, tibiofibular joint, proximal or distal	Procedure	CPT4	CPT4	27871
2105611	Capsulotomy, midfoot; extensive, including posterior talotibial capsulotomy and tendon(s) lengthening (eg, resistant clubfoot deformity)	Procedure	CPT4	CPT4	28262
2106329	Unlisted procedure, nose	Procedure	CPT4	CPT4	30999
2106425	Nasal/sinus endoscopy, surgical; with medial or inferior orbital wall decompression	Procedure	CPT4	CPT4	31292
2107382	Aortic suspension (aortopexy) for tracheal decompression (eg, for tracheomalacia) (separate procedure)	Procedure	CPT4	CPT4	33800
2107521	Embolectomy or thrombectomy, with or without catheter; renal, celiac, mesentery, aortoiliac artery, by abdominal incision	Procedure	CPT4	CPT4	34151
2108121	Exchange transfusion, blood; newborn	Procedure	CPT4	CPT4	36450
2108295	Creation of arteriovenous fistula by other than direct arteriovenous anastomosis (separate procedure); autogenous graft	Procedure	CPT4	CPT4	36825
2108385	Ligation, major artery (eg, post-traumatic, rupture); extremity	Procedure	CPT4	CPT4	37618
2108643	Glossectomy; composite procedure with resection floor of mouth and mandibular resection, without radical neck dissection	Procedure	CPT4	CPT4	41150
2108767	Excision of parotid tumor or parotid gland; lateral lobe, without nerve dissection	Procedure	CPT4	CPT4	42410
2109037	Intestinal allotransplantation; from cadaver donor	Procedure	CPT4	CPT4	44135
2109090	Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with removal of foreign body(s)	Procedure	CPT4	CPT4	44363
2109370	Cholecystectomy with exploration of common duct	Procedure	CPT4	CPT4	47610
2109636	Ablation, 1 or more renal tumor(s), percutaneous, unilateral, radiofrequency	Procedure	CPT4	CPT4	50592
2109650	Injection procedure for visualization of ileal conduit and/or ureteropyelography, exclusive of radiologic service	Procedure	CPT4	CPT4	50690
2109813	Cystourethroscopy with ureteroscopy; with treatment of intra-renal stricture (eg, balloon dilation, laser, electrocautery, and incision)	Procedure	CPT4	CPT4	52346
2109876	Urethrolysis, transvaginal, secondary, open, including cystourethroscopy (eg, postsurgical obstruction, scarring)	Procedure	CPT4	CPT4	53500
2109912	Amputation of penis; partial	Procedure	CPT4	CPT4	54120
